browsing_time_sec,num_books_bought
114.90142459033697,0
95.85207096486447,0
119.43065614302077,3
145.69089569224076,1
92.97539875829992,0
92.97589129152459,2
147.37638446522175,2
123.02304187458726,3
85.91576842195144,1
116.27680130757894,0
86.09746921562613,1
86.0281073928923,0
107.25886814698103,3
42.601592660266064,1
48.252465024609016,0
83.13137412277082,3
69.61506638996728,0
109.42741997785822,1
72.75927773436368,1
57.63088895994125,1
143.96946306764661,0
93.22671098540393,0
102.02584614063771,2
57.257554413596296,0
83.66851826424451,1
103.32767769129599,2
65.47019267733091,0
111.27094055037016,2
81.98083930243585,4
91.2491875062017,0
81.9488016331181,2
155.56834553526812,1
99.59508325786199,1
68.26867213132299,1
124.67634736309567,0
63.374690500869335,0
106.26590785014267,2
41.20989628360673,1
60.154418533047085,0
105.90583707607371,1
122.1539973998623,1
105.14104843569912,1
96.53055152835279,3
90.96688913232134,2
55.644340288977176,2
78.40467374815874,1
86.18083687120638,1
131.71366678656747,0
110.30854868705384,3
47.10879533911798,0
109.72251908184384,0
88.4475315875105,1
79.69233999082124,1
118.35028866522603,3
130.92998567487854,0
127.93840357348596,2
74.82347430332084,4
90.72362872446357,2
109.93790294210692,0
129.26635381367078,0
85.6247728646413,1
94.43023070008549,1
66.80995077981916,1
64.11380127757988,3
124.37577467182594,1
140.68720085712468,0
97.83969635258998,5
130.10598693676073,2
110.84908075142903,1
80.64640736184627,2
110.84186816525242,2
146.1410969939791,0
98.92521882670145,1
146.9393096744202,2
21.40764687730767,1
124.65707513125672,1
102.61141204714514,0
91.02977948602398,0
102.75282329606507,2
40.372932561973215,0
93.40984336487465,0
110.7133771453524,0
144.33682134224549,0
84.45189345179058,1
75.74519191320437,2
84.9472886924639,2
127.46206353106223,3
109.86253328979053,2
84.10719388698884,2
115.39802299340069,0
102.91232648044121,1
129.05934971598668,0
78.93840718367943,0
90.17013560206695,0
88.23675540603527,0
56.09455155603644,0
108.88360831193728,1
107.83165816539668,0
100.15340369927382,2
92.96238599874559,0
57.53887773848757,0
87.38064031703922,0
89.71856450419692,0
75.93168192335143,0
95.16142865001973,0
112.12152570443615,0
156.5855770363159,0
105.23733438495518,1
107.72651172168293,0
97.76662252701499,1
42.43686354102876,0
99.20458373652349,2
101.8069062982308,2
173.89726337455858,0
94.22917105656633,2
109.04642027000837,0
98.9586469088427,1
64.93965887141404,1
134.28468443545063,1
122.55799098060322,0
123.73095841129141,0
72.71837635615783,2
142.08382932808297,1
57.944468116231576,1
117.60571281400811,0
165.71366877429935,0
70.28391024607936,1
83.01106811191684,0
102.98954095262924,0
84.89573037651402,0
53.48009706801602,0
102.05688924418082,2
68.13088858821686,2
114.20777291905544,1
72.4172729729859,1
146.49803215052617,0
76.50240122991289,0
90.33815451382974,0
124.40551652109009,2
63.07407050698134,2
106.82379803812388,0
139.21428262847286,0
51.77550296316318,0
105.53901575596913,0
107.7964838274527,0
123.45468615331932,0
62.891478673657545,0
60.38630160747171,1
115.65824696850693,1
108.90954019699558,1
107.5147855103763,2
110.39344628490927,1
79.59925835264528,0
106.9676109148301,2
108.79217419896044,1
78.56945745920896,1
155.9732353343427,0
114.21498762735362,1
64.26089508392054,0
119.6966082590149,0
70.75954989318035,1
123.61253811227357,1
134.75786737022213,1
75.37953044944868,0
128.90128387732966,0
112.38342780809495,0
124.6618047998347,0
156.9037894796184,1
92.63835651991388,1
77.38791506927531,2
73.3145671112343,1
75.52569145103685,0
97.68694871757687,3
110.23455924449931,2
108.30072397990057,0
124.81549747108072,2
100.39005675633722,0
143.6060223147195,1
92.06029500286132,0
181.60507499768858,0
118.77002043295019,2
74.28527330751152,0
67.87322505816664,1
114.47417245729557,1
93.29611644022447,1
121.42001482276277,0
114.19712873720634,2
97.81513262029382,1
74.59618845794785,2
54.554583259424064,0
86.60455143798937,2
125.69196382970418,0
106.42281232390611,2
62.62783663864036,2
105.19542777553546,0
111.5595213918651,0
73.48427691396601,1
104.61175317836583,3
101.74626155338,1
65.71089106508131,1
110.7336208104485,1
116.82353579104704,0
132.4915372952583,0
131.6140615610471,2
58.669918961287266,2
71.86524880254632,0
115.4510580162598,0
115.41357852736627,2
115.45143058918144,2
215.58194471964163,1
117.12671532079501,1
134.06696920541796,3
128.62005290479607,2
119.54173753917394,1
90.54192266078964,1
122.76907661479802,3
76.81524356387285,2
92.89544179779973,3
85.4390935651269,1
102.45622418158968,0
169.43975700020525,1
43.98204422224756,0
120.5878057112354,1
51.61852386431045,1
85.842044026317,0
132.66851790902098,1
101.92840057286388,0
67.66765666212082,1
78.54088872220095,0
120.38793246804028,1
78.0890010484859,1
106.49375768745925,1
101.36715519711441,0
80.4519895718255,1
164.31832267975977,1
119.01757066954033,1
39.24572240027179,2
105.59362944308283,0
80.14640605694836,1
125.57300004388672,1
76.22437784701899,0
96.55790675599303,0
115.14961836941372,1
125.97265582510364,0
63.991107788326715,1
89.96496292477156,1
85.75164066517132,1
80.40012302278865,0
152.9636272084329,0
112.14945132882866,2
62.17348136994865,0
127.53585841164329,1
163.664685910379,0
130.9739578165344,0
54.4189010213796,2
85.47297781401247,0
138.00733447559867,0
78.76991603143658,1
113.31458284438685,0
123.2390216028801,1
72.19208585265751,1
98.214239318146,0
10.0,0
69.2683707599713,3
92.4229554582052,1
62.56650454105451,0
148.97233911794905,1
57.09575866118102,0
86.79866539909048,0
103.92221731858274,0
143.23819867198347,0
56.92413546461682,1
134.8949125646488,2
100.3069918305876,0
70.55474046856148,1
113.86310422789812,0
105.9717908672041,1
81.99349368523616,1
102.09406254970057,0
88.44059209414719,2
103.40552035753744,3
119.8639202356314,1
147.58050448436057,0
62.865535035194526,1
163.991001239688,0
41.437366014324944,0
95.4464471489325,3
117.6495161945373,0
108.42975603205097,0
81.31901440538219,1
93.75633248928175,1
85.20997196023501,1
82.31905729167366,1
125.48806291063073,0
110.71046457895142,0
79.21271214218038,3
126.98799626299751,1
109.21898562629828,2
124.3858635651688,1
118.88886525770837,0
286.0794765481264,7
307.94233451585166,6
242.62540131364617,7
323.2408803946394,5
239.0393903309188,6
268.06243810331785,2
353.6524767880054,6
264.64888844542924,1
322.958678368067,8
229.85705128365254,4
383.25258627060566,5
287.8178544605097,3
303.81283227790874,7
307.1614718619586,2
324.30267457325436,5
239.2328006805529,10
299.7865411665335,7
273.64924696874573,7
232.4177109568692,10
339.4848880051484,1
285.9130806560164,5
309.7008170245008,3
307.1938167491224,8
286.60590910495546,7
379.00109414523126,3
298.10941389483963,1
237.6819072929333,5
283.9847455926673,3
319.9895048044844,6
321.30380437482205,3
256.48876258952953,4
337.1793002937908,5
229.4853228451584,8
345.76540810465673,7
247.22608443450378,5
290.95019123965295,4
342.582747121068,6
304.7842267554828,8
332.6679407085428,4
324.7464783883973,3
351.45074453618406,2
342.48839403654847,3
281.85022765854234,9
325.3176653517386,5
238.93792553209013,4
297.6838037064886,7
332.7393893855416,8
305.35390616984,4
317.8655892606834,4
291.4691049613683,8
345.1627775014057,5
296.7833690516403,5
281.38199270383785,6
335.4606965027622,7
243.7936031054216,2
320.0413337406938,1
258.3006050309144,7
351.11707316952663,5
289.55890987012816,4
305.39938883278757,4
316.5028158657649,3
222.8126161474337,8
273.97660633772574,7
341.7418363714621,1
334.71060096683556,2
311.32128821580864,4
246.02145714297905,6
323.4201384343432,4
328.5359836082178,6
301.8806885249498,8
348.9268380236583,7
272.66272839479507,5
279.605696900001,2
200.6155368365674,1
336.79310040590656,7
312.55447853880537,4
232.72718699467083,1
229.6560400002341,6
265.09477490515957,5
331.74631767921414,8
287.98558047645486,5
267.808523333587,4
259.75536427666015,10
257.9635216868725,7
222.6528679556976,4
251.70416673414502,8
257.1768768129133,5
327.30492945828587,5
293.3710778741354,5
266.97660627930156,2
392.3889102162475,3
273.4441234581334,4
346.68411657534546,9
364.8443423115086,0
237.2015864937063,5
302.95851856294274,5
279.29865396367103,5
276.04302413762656,5
322.21507267227634,4
275.08518014306867,9
280.1612381469412,6
293.27540417498824,2
285.06402926493723,6
253.057191719515,6
331.83626019389897,6
341.94123754030403,5
313.74474358140867,2
284.9378939591094,5
271.79157054680877,3
271.8551974829422,3
394.2950546013083,3
337.5135320626658,6
266.3955968566665,6
306.5879130974856,4
285.4985989960255,5
323.3520150462516,5
321.73996411157367,7
343.34438615621883,5
265.97774165351217,3
304.1894119455252,4
230.05812060169893,7
249.70638798284622,5
335.36403346236716,7
261.97264834378694,8
266.3636480780858,7
299.668877017998,5
327.7904412338616,8
257.56692816663616,4
160.76764684959664,6
265.19107031425955,8
348.2251231181135,6
313.72540204067496,3
352.9549921514885,8
254.72735431469218,4
234.42414929343775,7
318.5019421059016,2
309.60090950740187,10
312.22217281509035,6
337.3198657060227,4
316.8673969564904,5
316.22470372561514,6
328.6002805520456,4
320.0966652874811,5
334.29783726869624,6
340.34083299114326,3
361.2675520496366,7
274.0323470038528,7
319.2224842964299,8
285.18706525610816,4
266.65764050882933,7
272.41838715678534,3
319.79822070246104,4
316.73010219144004,4
316.0164811695375,0
290.9714540972267,1
300.1365900471364,1
332.710107835042,7
240.42427761402774,5
300.9856839371434,5
303.5982459250716,8
330.132170763106,3
245.990063522287,5
359.80534982069645,3
308.5452169771404,5
310.66322186779746,1
283.94480970671094,7
321.52089419187377,2
301.9181620113242,4
348.35927776425865,6
242.34023007745537,7
307.02183319562033,9
316.3404939350971,4
292.54510422547634,1
283.81336706771816,4
285.4817088412517,6
306.9855707747131,3
227.60164396077175,4
338.6005984425292,2
280.794725292166,6
305.1121078946713,8
314.6840906715227,7
278.9677845074817,2
294.75846372004014,6
218.59039037497985,9
329.2849442933229,3
343.2027600128866,8
231.96025792244984,7
283.7402849321495,6
250.80522487036743,10
292.8903871405038,5
325.9454533888384,5
339.492355970265,5
344.8741275770739,5
352.42175298768854,4
291.10348886177735,10
254.12165485066242,3
295.4163879876813,2
325.33070009214305,6
250.9096087631657,4
366.40547813792966,4
335.91554155041365,8
291.73731326274685,5
271.56512278355035,4
273.2351567554943,7
302.96824855200623,4
290.82389589078593,2
338.020110211305,2
286.28096686789485,3
320.22007242445966,3
298.8430046330052,8
310.7867742958828,6
290.7977425761447,0
328.30862164998484,8
328.90160321160306,5
318.3971610328858,4
324.3005730859802,5
262.22524889827787,7
312.9298305163592,6
349.96807069950137,3
319.6561826807799,4
258.77129988793905,2
298.0093396140366,4
314.99911753358833,1
269.70401932406764,9
245.66915213106589,3
287.3560852625389,1
270.3667036812919,5
299.42843874440126,4
236.34381410014845,6
322.58804250144624,5
274.6157985882657,8
339.83008946725425,5
288.9240464081449,7
298.9844381446205,4
293.0786048521233,1
272.4736123959891,5
398.8911784909064,4
280.1653528797086,3
340.9408608986264,2
256.25484215746417,12
314.88525564372645,5
319.1548865572734,10
299.03292091607483,6
277.15981121441706,1
289.46712389544143,6
283.8684199210752,2
396.0810512734182,4
299.0958764222072,5
320.995551146558,8
371.2650036170147,4
264.9472532810328,2
301.5064093267175,1
289.23255473274446,8
296.55446218066544,8
292.8395213153006,4
270.72491657479134,1
307.81641139986533,9
257.49468890335595,4
339.5553094923607,2
324.93239226618414,4
280.2614873454394,3
282.2006671450456,8
311.02042249393014,9
268.0581873757527,4
372.47920496539484,4
314.3170291476707,5
315.7305260553471,11
327.2578032142914,8
276.8214690371972,6
343.56039927139096,2
304.58133464861857,8
338.0058188399533,7
292.0818749372668,6
352.69112906924744,5
316.0537450809916,3
387.3002809670835,5
285.2191353271108,3
308.1819758436298,3
258.7369501251937,7
278.8280704981512,4
324.74746191391625,4
345.17297750158,6
418.60041406882885,6
296.1348437350712,3
262.6714636941761,4
330.13303041508965,6
254.88691117994776,6
322.5710955210694,6
279.90977135223505,6
308.46379881521574,3
343.6418440865867,5
295.57066283677216,2
337.31516337314486,5
334.92634194476597,3
225.42673886763623,3
263.9359701585771,5
237.52772554418112,11
380.06948410120543,7
295.7843229825069,7
371.2331685186657,4
465.4806686930662,6
500.2046503837728,9
539.6584683396549,4
499.17321248761874,13
512.6030171352639,8
481.1933809512932,6
587.4612101263577,10
449.0875177835886,11
465.03808913574363,6
475.38209630032435,10
527.1352198988362,11
448.05701051065597,10
506.78592952739996,10
508.24550717132786,13
465.282101463331,9
516.4989730478428,12
449.60930506312843,14
444.1462928769127,10
504.980287826072,9
417.01222072609687,10
392.7598648724881,10
526.6416650398401,14
552.4484971295585,14
476.65984406537353,8
466.59646739511146,13
550.2767612987279,6
442.723089100054,11
431.83136876394207,11
535.3818211854244,10
500.45190932561536,12
553.2438369645118,11
392.986706061101,8
429.96630044407186,7
500.7166029922078,6
520.8836849241893,13
542.3498543844729,5
508.7408884404389,6
508.23275776792843,7
480.52992284849006,14
579.5452452452259,8
444.8488272264751,11
517.9510076277969,6
450.609558270599,8
526.7389272902504,7
448.1491215306117,15
537.1907849250229,10
505.60524734122583,6
587.2319586629341,9
485.9490176364207,9
521.2483058123772,6
461.0171859769645,7
485.6053496779353,10
505.28747397221764,15
423.6390038764313,10
429.1188032907614,9
529.9929649917823,6
492.69565892341603,9
470.3536733475989,5
463.1506909791622,8
465.0755602138153,9
505.6275357504114,9
522.2517932058095,6
395.3946385187388,7
570.6417028384947,9
567.0850381470996,10
383.467261822655,7
554.2963348161398,8
552.7609425665521,12
500.02227470937726,14
435.1415689057562,8
550.7614045832536,18
487.9384466851324,12
527.4439421909478,8
610.9600635980889,4
512.5918375311809,7
454.1557654140719,7
483.21345025401394,16
460.52773198795063,5
521.6744858724261,11
459.69662206250973,19
476.35742888251787,10
435.77848127962,10
493.3956497240428,13
508.8377396651025,3
365.76059764412537,7
512.9786780740111,9
497.71498844516105,15
461.75040256219364,12
